Campaign ID,Campaign Name,Prospect Status,Account ID,Account Name,domain,Country,Prospect ID,Opt-In,Opt-In Source,Opt-In Timestamp,Opt-Out Timestamp,Job Title,Prospect Source,opt_in_flag,opt_out_flag
FY23-Q3-global-PROD461-annual_summer_blowout,Annual Summer Blowout,No Show,0014M0000ZJwBVJQA2,Stellar Innovations,stellarinnov.org,FRA,0034M0000r2HJlPQAX,Yes,online purchase,2023-06-11 06:11:00,,Data Analyst,Referral,1,0
FY23-Q3-global-PROD461-spring_clearance_event,Spring Clearance Event,No Show,0014M0000IZJZKtQAX,Vertex Corporation,vertexcorp.net,JPN,0034M0000t0tN7FQAU,Yes,website form,2023-06-11 06:11:00,,Total Rewards & People Analytics Manager,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,Registered,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000pp3nMBQAY,Yes,referral program,2023-06-09 06:11:00,,"""VP, Senior Analyst, Investment Due Diligence""",Advertisement,1,0
FY23-Q3-global-PROD461-end_of_summer_blowout,End of Summer Blowout,Registered,0014M0000Ry0LPOQA13,Saturn Enterprises,saturnenterprises.org,USA,0034M0000uCFJEvQAP,Yes,referral program,2023-06-09 06:11:00,,Nursing Information Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_madness,Cyber Monday Madness,No Show,0014M0000F1o6QgQAJ,Pegasus Solutions,pegasussolutions.net,USA,0034M0000p8eFgyQAE,Yes,referral program,2023-06-09 06:11:00,,Pipe Integrity Data Engineering Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-back_to_school_discounts,Back to School Discounts,No Show,0014M0000R1GxmIQAF,Spectrum Enterprises,spectrumenterprises.org,CAN,0034M0000qBzzafQAB,Yes,online contest entry,2023-06-09 06:11:00,,Technology Support Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzler,Summer Sizzler,No Show,0014M0000iqRksQQAT,Nimbus Innovations,nimbusinnovations.org,CAN,0034M0000eZlZ7yQAJ,Yes,online contest entry,2023-06-09 06:11:00,,Customer Reconciliation Analyst,Social Media,1,0
FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,No Show,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000o1RsyjQAJ,Yes,email subscription,2023-06-09 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,No Show,0014M0000Gf3ZCQQA9,Zenith Corporation,zenithcorporation.biz,DEU,0034M0000sFVZbOQAX,Yes,online contest entry,2023-06-09 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_discount_extravaganza,Winter Discount Extravaganza,No Show,0014M0000HsLYfhQAH,Aurora Systems,aurorasystems.biz,USA,0034M0000pUvY4uQAJ,Yes,email subscription,2023-06-07 06:11:00,,Data Engineering and Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,Registered,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000qqNCXjQAM,Yes,online contest entry,2023-06-07 06:11:00,,Senior Database Analyst - Data Management Platform,Referral,1,0
FY23-Q3-global-PROD461-fall_harvest_discounts,Fall Harvest Discounts,No Show,0014M0000y1i1EQQAY,Polaris Innovations,polarisinnovations.org,USA,0034M0000puIK91QAJ,Yes,email subscription,2023-06-07 06:11:00,,IT Analyst & Developer,Advertisement,1,0
FY23-Q3-global-PROD461-summer_solstice_savings,Summer Solstice Savings,No Show,0014M0000mWwbZ7QAJ,Elysium Innovations,elysiuminnovations.net,USA,0034M0000llDqTmQAJ,Yes,referral program,2023-06-07 06:11:00,,Program Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000eMRa3aQAD,Horizon Technologies,horizontechnologies.net,JPN,0034M0000tMvz4EQAR,Yes,referral program,2023-06-07 06:11:00,,Data Quality Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000roNnQ0QAJ,Yes,referral program,2023-06-05 06:11:00,,Procurement Analyst,Social Media,1,0
FY23-Q3-global-PROD461-annual_holiday_sale,Annual Holiday Sale,No Show,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000qCBEF4QAI,Yes,email subscription,2023-06-05 06:11:00,,"""Director, Data Engineering & Analytics""",Advertisement,1,0
FY23-Q3-global-PROD461-fall_into_savings,Fall Into Savings,No Show,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000o2K4jzQAJ,Yes,email subscription,2023-06-05 06:11:00,,"Data Analytics Manager, Marketing Insights",Advertisement,1,0
FY23-Q3-global-PROD461-annual_year_end_clearance,Annual Year End Clearance,No Show,0014M0000Da9uXsQAJ,Aurora Enterprises,auroraenterprises.biz,USA,0034M0000rtjvY2QAI,Yes,online contest entry,2023-06-05 06:11:00,,Application Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,Registered,0014M0000HsLYfhQAH,Aurora Systems,aurorasystems.biz,USA,0034M0000oPhmraQAB,Yes,referral program,2023-06-05 06:11:00,,IT Relationship Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,Attended,0014M0000f7hC3ZQAU,Phoenix Dynamics,phoenixdyn.biz,BRA,0034M0000eErtS2QAJ,Yes,referral program,2023-06-05 06:11:00,,Analytics Engineer,Trade Show,1,0
FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,Attended,0014M0000GNNRu6QAH,Neptune Enterprises,neptuneenterprises.org,CHN,0034M0000jUgi7NQAZ,Yes,newsletter subscription,2023-06-03 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_frenzy,Fall Fashion Frenzy,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000x62aYXQAY,Yes,social media campaign,2023-06-03 06:11:00,,Advance Analytics Canadian Division,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000ctn0xNQAQ,Yes,social media campaign,2023-06-03 06:11:00,,Intern Data Scientist Customer Analytics and Insights(Customer Value Management),Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000aVmB7dQAF,Yes,social media campaign,2023-06-03 06:11:00,,Senior Data Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-summer_splash_event,Summer Splash Event,No Show,0014M0000C3Gz3EQAT,Blue Sky Solutions,blueskysolutions.org,CAN,0034M0000p5G6CfQAJ,Yes,event registration,2023-06-03 06:11:00,,Network and Data Communications Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-spring_blowout_sale,Spring Blowout Sale,Registered,0014M0000ouJwBZQAY,Omega Enterprises,omegaenterprises.net,ESP,0034M0000nrLXYcQAM,Yes,event registration,2023-06-03 06:11:00,,Senior IT Support Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000BhE6DqQAL,Aquarius Systems,aquariussystems.biz,CAN,0034M0000raV4fUQAJ,Yes,,2023-06-01 06:11:00,,"Data Analytics Senior Director, Research",Advertisement,1,0
FY23-Q3-global-PROD461-valentines_day_special,Valentine's Day Special,No Show,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000jEMVzZQAX,Yes,online purchase,2023-06-01 06:11:00,,Clinical Operations Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,No Show,0014M0000ZC9WpeQAD,Galaxy Technologies,galaxytechnologies.net,GBR,0034M0000qIEywzQAJ,Yes,website form,2023-06-01 06:11:00,,Customer Insight Analyst & Team Manager,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,Attended,0014M0000C3Gz3EQAT,Blue Sky Solutions,blueskysolutions.org,CAN,0034M0000qe1n7kQAI,Yes,,2023-06-01 06:11:00,,Information Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,Attended,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000o3ofC4QAI,Yes,,2023-06-01 06:11:00,,"SVP, Head of Data Analytics for National Banking",Trade Show,1,0
FY23-Q3-global-PROD461-springtime_savings,Springtime Savings,No Show,0014M0000C3Gz3EQAT,Blue Sky Solutions,blueskysolutions.org,CAN,0034M0000arA00QQQZ,Yes,online purchase,2023-06-01 06:11:00,,"Machine Learning, Advanced Analytics Analyst",Advertisement,1,0
FY23-Q3-global-PROD461-halloween_savings_bash,Halloween Savings Bash,No Show,0014M0000ZC9WpeQAD,Galaxy Technologies,galaxytechnologies.net,GBR,0034M0000o3cTkDQAZ,Yes,online contest entry,2023-05-30 06:11:00,,Business Intelligence Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,No Show,0014M0000ouJwBZQAY,Omega Enterprises,omegaenterprises.net,ESP,0034M0000q6gsftQAA,Yes,referral program,2023-05-30 06:11:00,,IT Security Operations Center Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,No Show,0014M0000kYyeJhQAJ,Hyperion Enterprises,hyperionenterprises.biz,USA,0034M0000oD0snXQAZ,Yes,online contest entry,2023-05-30 06:11:00,,"Vice President, Data Management and Analytics Operations",Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,Responded,0014M0000RdTXmeQAH,Stellar Solutions,stellarsolutions.org,FRA,0034M0000q0NOEPQA3,Yes,online contest entry,2023-05-30 06:11:00,,Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,No Show,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000giU7iQQAV,Yes,email subscription,2023-05-30 06:11:00,,Data Management & Social Media - VC BAS,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000Ri9Qe6QAF,Zenith Solutions,zenithsolutions.net,CHN,0034M0000qmYQeJQAX,Yes,email subscription,2023-05-30 06:11:00,,Senior Technical Systems Business Analyst & Developer,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,Registered,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000kZ09tfQAB,Yes,online contest entry,2023-05-28 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_savings_bash,Halloween Savings Bash,No Show,0014M0000BhE6DqQAL,Aquarius Systems,aquariussystems.biz,CAN,0034M0000qXAJRhQAL,Yes,referral program,2023-05-28 06:11:00,,Information Management Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland_sale,Winter Wonderland Sale,No Show,0014M0000Ri9Qe6QAF,Zenith Solutions,zenithsolutions.net,CHN,0034M0000nqG3J5QAJ,Yes,online contest entry,2023-05-28 06:11:00,,Senior Security Design Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-march_madness_sale,March Madness Sale,No Show,0014M0000Mi6XelQAF,Eclipse Technologies,eclipsetechnologies.biz,USA,0034M0000uPsgigQAB,Yes,email subscription,2023-05-28 06:11:00,,IT Security Analyst III,Advertisement,1,0
FY23-Q3-global-PROD461-back_to_school_sale,Back to School Sale,No Show,0014M0000yOAtZxQAJ,Omega Innovations,omegainnovations.org,CHN,0034M0000or9XvFQAZ,Yes,referral program,2023-05-28 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,No Show,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000njEM7WQAW,Yes,online contest entry,2023-05-28 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000Mi6XelQAF,Eclipse Technologies,eclipsetechnologies.biz,USA,0034M0000R0MSLcQAN,Yes,newsletter subscription,2023-05-26 06:11:00,,IT Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,No Show,0014M0000k4RUwvQAN,Quantum Dynamics,quantumdyn.info,DEU,0034M0000npyfjKQAY,Yes,social media campaign,2023-05-26 06:11:00,,Product Owner Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,Attended,0014M0000HCVQJZQA12,Cygnus Solutions,cygnussolutions.org,ESP,0034M0000kzbpVoQAI,Yes,social media campaign,2023-05-26 06:11:00,,system analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_clearance,Halloween Clearance,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000cm95SwQAI,Yes,newsletter subscription,2023-05-26 06:11:00,,Allocation Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-summer_clearance_sale,Summer Clearance Sale,Responded,0014M0000bduD7mQAE,Bluebird Technologies,bluebirdtech.net,CAN,0034M0000hWyX2BQAZ,Yes,social media campaign,2023-05-26 06:11:00,,"Application, Software Analyst",Advertisement,1,0
FY23-Q3-global-PROD461-spring_flower_sale,Spring Flower Sale,Responded,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000s9GonWQAZ,Yes,newsletter subscription,2023-05-26 06:11:00,,Senior Analytics Engineer,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,No Show,0014M0000k4RUwvQAN,Quantum Dynamics,quantumdyn.info,DEU,0034M0000q19wyPQAR,Yes,referral program,2023-05-24 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,No Show,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000YjO9bVQAZ,Yes,online contest entry,2023-05-24 06:11:00,,Associate Director - Data Analytics - Corporate Finance,Advertisement,1,0
FY23-Q3-global-PROD461-fall_festival_sale,Fall Festival Sale,Registered,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000r1xNv7QAI,Yes,referral program,2023-05-24 06:11:00,,Senior IT Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000kZ8JxJQAZ,Yes,referral program,2023-05-24 06:11:00,,"Project Manager, Analytics",Advertisement,1,0
FY23-Q3-global-PROD461-annual_year_end_clearance,Annual Year End Clearance,No Show,0014M0000eMRa3aQAD,Horizon Technologies,horizontechnologies.net,JPN,0034M0000aeptflQAB,Yes,online contest entry,2023-05-24 06:11:00,,Network Application Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_summer_blowout,Annual Summer Blowout,Attended,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000x6S9NlQAJ,Yes,online contest entry,2023-05-24 06:11:00,,Principal Programmer Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,No Show,0014M0000R1GxmIQAF,Spectrum Enterprises,spectrumenterprises.org,CAN,0034M0000qNmN90QAJ,Yes,online contest entry,2023-05-22 06:11:00,,Information Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_extravaganza,Autumn Extravaganza,Responded,0014M0000F1o6QgQAJ,Pegasus Solutions,pegasussolutions.net,USA,0034M0000p0O4YxQAJ,Yes,email subscription,2023-05-22 06:11:00,,"Vice President, Senior Quantitative Finance Analyst",Advertisement,1,0
FY23-Q3-global-PROD461-annual_summer_blowout,Annual Summer Blowout,No Show,0014M0000fROl7NQAT,Terra Systems Inc.,terrasystemsinc.biz,ITA,0034M0000pK9VhxQAJ,Yes,online contest entry,2023-05-22 06:11:00,,Insights & Data Analytics lead,Trade Show,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,No Show,0014M0000DkP01UQAZ,Apex Innovations,apexinnov.com,USA,0034M0000VuhvKFQAZ,Yes,referral program,2023-05-22 06:11:00,,"""Senior Director, Data & Analytics""",Advertisement,1,0
FY23-Q3-global-PROD461-end_of_summer_blowout,End of Summer Blowout,Registered,0014M0000HsLYfhQAH,Aurora Systems,aurorasystems.biz,USA,0034M0000n0IiRCQAZ,Yes,email subscription,2023-05-22 06:11:00,,Advanced Support Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,No Show,0014M0000TxFw8VQAT,Solaris Corporation,solariscorporation.biz,ITA,0034M0000shxI5kQAJ,Yes,referral program,2023-05-22 06:11:00,,Senior Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_wonderland,Winter Wonderland,No Show,0014M0000BRcYV1QAL,Horizon Technologies,horizontech.biz,USA,0034M0000szd67RQAX,Yes,referral program,2023-05-22 06:11:00,,"""Innovation Manager, Global Analytics""",Trade Show,1,0
FY23-Q3-global-PROD461-annual_summer_blowout,Annual Summer Blowout,No Show,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000pB8JRWQAZ,Yes,,2023-05-20 06:11:00,,Network Infrastructure Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-thanksgiving_sale,Thanksgiving Sale,Attended,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000oE7QidQAF,Yes,online purchase,2023-05-20 06:11:00,,Corporate Communications Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_bounty_sale,Autumn Bounty Sale,No Show,0014M0000Ry0LPOQA17,Saturn Enterprises,saturnenterprises.org,USA,0034M0000mWLgFuQAJ,Yes,online purchase,2023-05-20 06:11:00,,Senior User Workplace Services Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout_sale,Summer Blowout Sale,No Show,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000q9rXY4QAZ,Yes,,2023-05-20 06:11:00,,Quality Assurance Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000Da9uXsQAJ,Aurora Enterprises,auroraenterprises.biz,USA,0034M0000cAdfGnQAJ,Yes,online purchase,2023-05-20 06:11:00,,Database Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_sizzle_sale,Summer Sizzle Sale,Responded,0014M0000Wnj8WrQAJ,Astral Solutions,astralsolutions.net,IND,0034M0000q24TyPQAZ,Yes,,2023-05-20 06:11:00,,Solution Delivery Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000p6nULfQAM,Yes,online contest entry,2023-05-18 06:11:00,,Business Intelligence Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-halloween_special,Halloween Special,No Show,0014M0000HCVQJZQA16,Cygnus Solutions,cygnussolutions.org,ESP,0034M0000pT3QriQAJ,Yes,online contest entry,2023-05-18 06:11:00,,Yield Analytics & Machine Learning Engineer,Advertisement,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000Kuiz6SQAR,Astra Dynamics,astradynamics.org,GBR,0034M0000nXHBvBQAX,Yes,email subscription,2023-05-18 06:11:00,,Analyst,Referral,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,Registered,0014M0000ZJwBVJQA1,Stellar Innovations,stellarinnov.org,FRA,0034M0000bBbqQJQAZ,Yes,referral program,2023-05-18 06:11:00,,UI/UX Lead Analyst/Developer/Programmer - Cornell Law School,Advertisement,1,0
FY23-Q3-global-PROD461-blooming_spring_discounts,Blooming Spring Discounts,Responded,0014M0000Mi6XelQAF,Eclipse Technologies,eclipsetechnologies.biz,USA,0034M0000qEEmMcQAL,Yes,email subscription,2023-05-18 06:11:00,,Senior Information Security Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_sale,Annual Fall Sale,Attended,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000T9YghuQAB,Yes,referral program,2023-05-18 06:11:00,,Cyber Security Analyst II,Advertisement,1,0
FY23-Q3-global-PROD461-spring_break_sale,Spring Break Sale,Attended,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000qTG5cNQAV,Yes,online contest entry,2023-05-16 06:11:00,,Business Systems Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-spring_clearance_event,Spring Clearance Event,No Show,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000n9OhNsQAJ,Yes,email subscription,2023-05-16 06:11:00,,Operations & Invoice Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_harvest_sale,Fall Harvest Sale,No Show,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000oJmFCyQAJ,Yes,referral program,2023-05-16 06:11:00,,Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_blowout,Labor Day Blowout,No Show,0014M0000Da9uXsQAJ,Aurora Enterprises,auroraenterprises.biz,USA,0034M0000o2b0S8QAJ,Yes,referral program,2023-05-16 06:11:00,,Senior Business Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,No Show,0014M0000Da9uXsQAJ,Aurora Enterprises,auroraenterprises.biz,USA,0034M0000XfwAeDQAV,Yes,online contest entry,2023-05-16 06:11:00,,Sr. Data Analyst in Development & Delivery,Advertisement,1,0
FY23-Q3-global-PROD461-fall_festival_sale,Fall Festival Sale,Registered,0014M0000Mi6XelQAF,Eclipse Technologies,eclipsetechnologies.biz,USA,0034M0000nbFwXhQAJ,Yes,online contest entry,2023-05-14 06:11:00,,Order Management Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000Ri9Qe6QAF,Zenith Solutions,zenithsolutions.net,CHN,0034M0000re01W2QAI,Yes,online contest entry,2023-05-14 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_festival_special,Fall Festival Special,No Show,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000ucOf1TQAV,Yes,referral program,2023-05-14 06:11:00,,Lead Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_extravaganza,Summer Savings Extravaganza,No Show,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000quAzUlQAI,Yes,online contest entry,2023-05-14 06:11:00,,Systems Analysis Specialist,Advertisement,1,0
FY23-Q3-global-PROD461-labor_day_sale,Labor Day Sale,No Show,0014M0000ZxU4HfQAL,Silverstone Innovations,silverstoneinnovations.net,GBR,0034M0000oJ2DfhQAF,Yes,email subscription,2023-05-14 06:11:00,,Buchanan Help Desk Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_savings_bonanza,Summer Savings Bonanza,Responded,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000rcsLwiQAJ,Yes,referral program,2023-05-12 06:11:00,,Information Technology System Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-fall_fashion_sale,Fall Fashion Sale,No Show,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000pY5wrYQAJ,Yes,online contest entry,2023-05-12 06:11:00,,Credit Oversight Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-winter_clearance,Winter Clearance,No Show,0014M0000ayS5yeQAB,Skyline Solutions,skylinesolutions.org,GBR,0034M0000lJODsDQAX,Yes,referral program,2023-05-12 06:11:00,,Analyst Global Master Data Management,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout_sale,Summer Blowout Sale,No Show,0014M0000yOAtZxQAJ,Omega Innovations,omegainnovations.org,CHN,0034M0000roPSnZQAX,Yes,email subscription,2023-05-12 06:11:00,,Senior Application Analyst,Trade Show,1,0
FY23-Q3-global-PROD461-annual_holiday_sale,Annual Holiday Sale,Registered,0014M0000HV1I3QQAT,Titan Technologies,titantechnologies.net,MEX,0034M0000p2f9JbQAI,Yes,email subscription,2023-05-12 06:11:00,,Senior TechOps / DevOps Technology Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-spring_into_savings,Spring Into Savings,No Show,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000oLTUDdQAN,Yes,referral program,2023-05-12 06:11:00,,Senior IT Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-annual_fall_clearance,Annual Fall Clearance,Registered,0014M0000mfyJbZQAY,Bluebird Innovations,bluebirdinnovations.net,MEX,0034M0000rL9S1GQAZ,Yes,newsletter subscription,2023-05-10 06:11:00,,IT Portfolio Delivery Director – Marketing Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000eMRa3aQAD,Horizon Technologies,horizontechnologies.net,JPN,0034M0000oIY3nrQAD,Yes,social media campaign,2023-05-10 06:11:00,,Data Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-summer_splash_sale,Summer Splash Sale,No Show,0014M0000FftR9BQAV,Nova Dynamics,novadynamics.info,MEX,0034M0000obvj5sQAB,Yes,newsletter subscription,2023-05-10 06:11:00,,Senior Information Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-autumn_affair,Autumn Affair,Registered,0014M0000CrRQXWQAZ,Apollo Innovations,apolloinnovations.net,ARGENTINA,0034M0000p4wLj7QAJ,Yes,event registration,2023-05-10 06:11:00,,Director Enterprise Strategy and Data Analytics,Advertisement,1,0
FY23-Q3-global-PROD461-new_year_discounts,New Year Discounts,No Show,0014M0000QcfBr7QAJ,Orion Dynamics,oriondynamics.biz,USA,0034M0000r73isgQAI,Yes,newsletter subscription,2023-05-10 06:11:00,,Senior SAP Analyst,Advertisement,1,0
FY23-Q3-global-PROD461-thanksgiving_sale,Thanksgiving Sale,Attended,0014M0000M58JzQQAV,Phoenix Technologies,phoenixtechnologies.org,USA,0034M0000fGv8H6QAJ,Yes,event registration,2023-05-10 06:11:00,,Marketing Analytics Advisor,Trade Show,1,0
FY23-Q3-global-PROD461-summer_clearance_event,Summer Clearance Event,Registered,0014M0000XfxzVbQAJ,Nova Enterprises,novaenterprises.net,IND,0034M0000o3ncJBQAY,Yes,online contest entry,2023-05-08 06:11:00,,Vice President Consumer Analytics & Research,Advertisement,1,0
FY23-Q3-global-PROD461-summer_blowout,Summer Blowout,No Show,0014M0000PHi1oQAD,Cygnus Solutions,cygnussolutions.net,GBR,0034M0000pR0S6eQAJ,Yes,referral program,2023-05-08 06:11:00,,Information Systems Corporate 2 Functional Analyst,Referral,1,0
FY23-Q3-global-PROD461-cyber_monday_blowout,Cyber Monday Blowout,No Show,0014M0000A3B6XgQAJ,Mercury Innovations,mercuryinnovations.biz,USA,0034M0000pZWElzQAH,Yes,referral program,2023-05-08 06:11:00,,"Enterprise, Data Analytics Customer Engineer",Advertisement,1,0
